web_scraper_order,web_scraper_start_url,nom,prix,adresse,image_lien
"1767551337-135","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Berger Allemand","165 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-136","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot husky","450 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-137","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot Husky","450 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-138","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot Rottweiler","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-139","https://sn.coinafrique.com/categorie/chiens?page=9","Caniches","100 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-140","https://sn.coinafrique.com/categorie/chiens?page=9","Chien Pitbull","400 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-141","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot pitbull","175 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-142","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Bichons Spitz Royal","200 000CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-143","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot rottweiller","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-144","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot Bichon","111 111 111 111 111 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-145","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Labrador","200 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-146","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot berger allemand","180 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-147","https://sn.coinafrique.com/categorie/chiens?page=9","Berger allemand","350 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-148","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot mâle Berger allemand","100 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-149","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot berger allemand / Rottweiller","75 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-150","https://sn.coinafrique.com/categorie/chiens?page=9","Berger allemand","150 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-151","https://sn.coinafrique.com/categorie/chiens?page=9","Bichamon Maltais","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-152","https://sn.coinafrique.com/categorie/chiens?page=9","Rott royal 10","500 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-153","https://sn.coinafrique.com/categorie/chiens?page=9","Chien malinois","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-154","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots pitbull","175 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-155","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots berger allemand","200 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-156","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Pitbull","160 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-157","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-158","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Bergers allemands pur sang - lignée de travail","250 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-159","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot dog allemand","500 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-160","https://sn.coinafrique.com/categorie/chiens?page=9","Pitbulls","Prix sur demande","Bargny, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-161","https://sn.coinafrique.com/categorie/chiens?page=9","Couple chiots husky sibérien pure race","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-162","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Bergers allemands","80 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-163","https://sn.coinafrique.com/categorie/chiens?page=9","Chien berger allemand","250 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-164","https://sn.coinafrique.com/categorie/chiens?page=9","Chien Husky sibérien","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-165","https://sn.coinafrique.com/categorie/chiens?page=9","Caniche pur sang","250 000CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-166","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot bulldog françai","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-167","https://sn.coinafrique.com/categorie/chiens?page=9","Chien malinois","180 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-168","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot pitbull","150 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-169","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot Husky sibérien","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-170","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Carlin","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-171","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Chowchow","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-172","https://sn.coinafrique.com/categorie/chiens?page=9","Chien Red Nose pur sang","90 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-173","https://sn.coinafrique.com/categorie/chiens?page=9","Chiens","20 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-174","https://sn.coinafrique.com/categorie/chiens?page=9","Caniche Bichon Maltais","465 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-175","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Rottweiler pur sang","300 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-176","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot rottweiller","250 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-177","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot Berger Allemand","2 500 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-178","https://sn.coinafrique.com/categorie/chiens?page=9","Chien rottweiller","300 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-179","https://sn.coinafrique.com/categorie/chiens?page=9","Bichon maltais","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-180","https://sn.coinafrique.com/categorie/chiens?page=9","Husky pure race","450 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-181","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Bichon","200 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-182","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot Rottweiller","250 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-183","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Bichon","200CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-184","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots race Bichon","200 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-185","https://sn.coinafrique.com/categorie/chiens?page=9","Bichon Maltais","230 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-186","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot bulldog anglais","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-187","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot Pitbull","150 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-188","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot rottweiller","300 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-189","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Berger Allemand","180 000CFA","Bargny, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-190","https://sn.coinafrique.com/categorie/chiens?page=9","Chien Berger","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-191","https://sn.coinafrique.com/categorie/chiens?page=9","Malinois","300 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-192","https://sn.coinafrique.com/categorie/chiens?page=9","Chien Bichon","300 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-193","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot Rottweiller","300 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-194","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Spitz nain Pomeranian","1 900 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-195","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot Rottweiller","300 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-196","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot Rotweiller","300 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-197","https://sn.coinafrique.com/categorie/chiens?page=9","Chiots Malinois pur sang","250 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551337-198","https://sn.coinafrique.com/categorie/chiens?page=9","Chiot Spitz Pomperanian","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1767551340-199","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots berger allemand","175CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-200","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots berger allemand","175CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-201","https://sn.coinafrique.com/categorie/chiens?page=8","Femelle berger","220CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-202","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot berger allemand","150 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-203","https://sn.coinafrique.com/categorie/chiens?page=8","Pitbull pur-sang","150 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-204","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot pitbull","300 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-205","https://sn.coinafrique.com/categorie/chiens?page=8","Chien berger belge malinois","300 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-206","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots boerboels","450 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-207","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Bichon maltais","300 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-208","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots berger allemand","100 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-209","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot","150 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-210","https://sn.coinafrique.com/categorie/chiens?page=8","Chien berger allemand","109 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-211","https://sn.coinafrique.com/categorie/chiens?page=8","Chien Pembroke Welch Corgi","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-212","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots","40 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-213","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots","40 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
"1767551340-214","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg"
